Nombre CCAA,Codigo CCAA,Nombre Provincia,Codigo Provincia,Nombre Municipio,Codigo Municipio
Cataluña,09,Barcelona,08,Copons,08071
Cataluña,09,Barcelona,08,Corbera de Llobregat,08072
Cataluña,09,Barcelona,08,Cornellà de Llobregat,08073
Cataluña,09,Barcelona,08,Cubelles,08074
Cataluña,09,Barcelona,08,Dosrius,08075
Cataluña,09,Barcelona,08,Esparreguera,08076
Cataluña,09,Barcelona,08,Esplugues de Llobregat,08077
Cataluña,09,Barcelona,08,"Espunyola, L'",08078
Cataluña,09,Barcelona,08,"Esquirol, L'",08254
Cataluña,09,Barcelona,08,"Estany, L'",08079
Cataluña,09,Barcelona,08,Figaró-Montmany,08134
Cataluña,09,Barcelona,08,Fígols,08080
Cataluña,09,Barcelona,08,Fogars de la Selva,08082
Cataluña,09,Barcelona,08,Fogars de Montclús,08081
Cataluña,09,Barcelona,08,Folgueroles,08083
Cataluña,09,Barcelona,08,Fonollosa,08084
Cataluña,09,Barcelona,08,Font-rubí,08085
Cataluña,09,Barcelona,08,"Franqueses del Vallès, Les",08086
Cataluña,09,Barcelona,08,Gaià,08090
Cataluña,09,Barcelona,08,Gallifa,08087
Cataluña,09,Barcelona,08,"Garriga, La",08088
Cataluña,09,Barcelona,08,Gavà,08089
Cataluña,09,Barcelona,08,Gelida,08091
Cataluña,09,Barcelona,08,Gironella,08092
Cataluña,09,Barcelona,08,Gisclareny,08093
Cataluña,09,Barcelona,08,"Granada, La",08094
Cataluña,09,Barcelona,08,Granera,08095
Cataluña,09,Barcelona,08,Granollers,08096
Cataluña,09,Barcelona,08,Gualba,08097
Cataluña,09,Barcelona,08,Guardiola de Berguedà,08099
Cataluña,09,Barcelona,08,Gurb,08100
Cataluña,09,Barcelona,08,"Hospitalet de Llobregat, L'",08101
Cataluña,09,Barcelona,08,"Hostalets de Pierola, Els",08162
Cataluña,09,Barcelona,08,Igualada,08102
Cataluña,09,Barcelona,08,Jorba,08103
Cataluña,09,Barcelona,08,"Llacuna, La",08104
Cataluña,09,Barcelona,08,"Llagosta, La",08105
Cataluña,09,Barcelona,08,Lliçà d'Amunt,08107
Cataluña,09,Barcelona,08,Lliçà de Vall,08108
Cataluña,09,Barcelona,08,Llinars del Vallès,08106
Cataluña,09,Barcelona,08,Lluçà,08109
Cataluña,09,Barcelona,08,Malgrat de Mar,08110
Cataluña,09,Barcelona,08,Malla,08111
Cataluña,09,Barcelona,08,Manlleu,08112
Cataluña,09,Barcelona,08,Manresa,08113
Cataluña,09,Barcelona,08,Marganell,08242
Cataluña,09,Barcelona,08,Martorell,08114
Cataluña,09,Barcelona,08,Martorelles,08115
Cataluña,09,Barcelona,08,"Masies de Roda, Les",08116
Cataluña,09,Barcelona,08,"Masies de Voltregà, Les",08117
Cataluña,09,Barcelona,08,"Masnou, El",08118
Cataluña,09,Barcelona,08,Masquefa,08119
Cataluña,09,Barcelona,08,Matadepera,08120
Cataluña,09,Barcelona,08,Mataró,08121
Cataluña,09,Barcelona,08,Mediona,08122
Cataluña,09,Barcelona,08,Moià,08138
Cataluña,09,Barcelona,08,Molins de Rei,08123
Cataluña,09,Barcelona,08,Mollet del Vallès,08124
Cataluña,09,Barcelona,08,Monistrol de Calders,08128
Cataluña,09,Barcelona,08,Monistrol de Montserrat,08127
Cataluña,09,Barcelona,08,Montcada i Reixac,08125
Cataluña,09,Barcelona,08,Montclar,08130
Cataluña,09,Barcelona,08,Montesquiu,08131
Cataluña,09,Barcelona,08,Montgat,08126
Cataluña,09,Barcelona,08,Montmajor,08132
Cataluña,09,Barcelona,08,Montmaneu,08133
Cataluña,09,Barcelona,08,Montmeló,08135
Cataluña,09,Barcelona,08,Montornès del Vallès,08136
Cataluña,09,Barcelona,08,Montseny,08137
Cataluña,09,Barcelona,08,Muntanyola,08129
Cataluña,09,Barcelona,08,Mura,08139
Cataluña,09,Barcelona,08,Navarcles,08140
Cataluña,09,Barcelona,08,Navàs,08141
Cataluña,09,Barcelona,08,"Nou de Berguedà, La",08142
Cataluña,09,Barcelona,08,Òdena,08143
Cataluña,09,Barcelona,08,Olèrdola,08145
Cataluña,09,Barcelona,08,Olesa de Bonesvalls,08146
Cataluña,09,Barcelona,08,Olesa de Montserrat,08147
Cataluña,09,Barcelona,08,Olivella,08148
Cataluña,09,Barcelona,08,Olost,08149
Cataluña,09,Barcelona,08,Olvan,08144
Cataluña,09,Barcelona,08,Orís,08150
Cataluña,09,Barcelona,08,Oristà,08151
Cataluña,09,Barcelona,08,Orpí,08152
Cataluña,09,Barcelona,08,Òrrius,08153
Cataluña,09,Barcelona,08,Pacs del Penedès,08154
Cataluña,09,Barcelona,08,Palafolls,08155
Cataluña,09,Barcelona,08,Palau-solità i Plegamans,08156
Cataluña,09,Barcelona,08,Pallejà,08157
Cataluña,09,Barcelona,08,"Palma de Cervelló, La",08905
Cataluña,09,Barcelona,08,"Papiol, El",08158
Cataluña,09,Barcelona,08,Parets del Vallès,08159
Cataluña,09,Barcelona,08,Perafita,08160
Cataluña,09,Barcelona,08,Piera,08161
Cataluña,09,Barcelona,08,Pineda de Mar,08163
Cataluña,09,Barcelona,08,"Pla del Penedès, El",08164
Cataluña,09,Barcelona,08,"Pobla de Claramunt, La",08165
Cataluña,09,Barcelona,08,"Pobla de Lillet, La",08166
Cataluña,09,Barcelona,08,Polinyà,08167
Cataluña,09,Barcelona,08,"Pont de Vilomara i Rocafort, El",08182
Cataluña,09,Barcelona,08,Pontons,08168
Cataluña,09,Barcelona,08,"Prat de Llobregat, El",08169
Cataluña,09,Barcelona,08,Prats de Lluçanès,08171
Cataluña,09,Barcelona,08,"Prats de Rei, Els",08170
Cataluña,09,Barcelona,08,Premià de Dalt,08230
Cataluña,09,Barcelona,08,Premià de Mar,08172
Cataluña,09,Barcelona,08,Puigdàlber,08174
Cataluña,09,Barcelona,08,Puig-reig,08175
Cataluña,09,Barcelona,08,Pujalt,08176
Cataluña,09,Barcelona,08,"Quar, La",08177
Cataluña,09,Barcelona,08,Rajadell,08178
Cataluña,09,Barcelona,08,Rellinars,08179
Cataluña,09,Barcelona,08,Ripollet,08180
Cataluña,09,Barcelona,08,"Roca del Vallès, La",08181
Cataluña,09,Barcelona,08,Roda de Ter,08183
Cataluña,09,Barcelona,08,Rubí,08184
Cataluña,09,Barcelona,08,Rubió,08185
Cataluña,09,Barcelona,08,Rupit i Pruit,08901
Cataluña,09,Barcelona,08,Sabadell,08187
Cataluña,09,Barcelona,08,Sagàs,08188
Cataluña,09,Barcelona,08,Saldes,08190
Cataluña,09,Barcelona,08,Sallent,08191
Cataluña,09,Barcelona,08,Sant Adrià de Besòs,08194
Cataluña,09,Barcelona,08,Sant Agustí de Lluçanès,08195
Cataluña,09,Barcelona,08,Sant Andreu de la Barca,08196
Cataluña,09,Barcelona,08,Sant Andreu de Llavaneres,08197
Cataluña,09,Barcelona,08,Sant Antoni de Vilamajor,08198
Cataluña,09,Barcelona,08,Sant Bartomeu del Grau,08199
Cataluña,09,Barcelona,08,Sant Boi de Llobregat,08200
Cataluña,09,Barcelona,08,Sant Boi de Lluçanès,08201
Cataluña,09,Barcelona,08,Sant Cebrià de Vallalta,08203
Cataluña,09,Barcelona,08,Sant Celoni,08202
Cataluña,09,Barcelona,08,Sant Climent de Llobregat,08204
Cataluña,09,Barcelona,08,Sant Cugat del Vallès,08205
Cataluña,09,Barcelona,08,Sant Cugat Sesgarrigues,08206
Cataluña,09,Barcelona,08,Sant Esteve de Palautordera,08207
Cataluña,09,Barcelona,08,Sant Esteve Sesrovires,08208
Cataluña,09,Barcelona,08,Sant Feliu de Codines,08210
Cataluña,09,Barcelona,08,Sant Feliu de Llobregat,08211
Cataluña,09,Barcelona,08,Sant Feliu Sasserra,08212
Cataluña,09,Barcelona,08,Sant Fost de Campsentelles,08209
Cataluña,09,Barcelona,08,Sant Fruitós de Bages,08213
Cataluña,09,Barcelona,08,Sant Hipòlit de Voltregà,08215
Cataluña,09,Barcelona,08,Sant Iscle de Vallalta,08193
Cataluña,09,Barcelona,08,Sant Jaume de Frontanyà,08216
Cataluña,09,Barcelona,08,Sant Joan de Vilatorrada,08218
Cataluña,09,Barcelona,08,Sant Joan Despí,08217
Cataluña,09,Barcelona,08,Sant Julià de Cerdanyola,08903
Cataluña,09,Barcelona,08,Sant Julià de Vilatorta,08220
Cataluña,09,Barcelona,08,Sant Just Desvern,08221
Cataluña,09,Barcelona,08,Sant Llorenç d'Hortons,08222
Cataluña,09,Barcelona,08,Sant Llorenç Savall,08223
Cataluña,09,Barcelona,08,Sant Martí d'Albars,08225
Cataluña,09,Barcelona,08,Sant Martí de Centelles,08224
Cataluña,09,Barcelona,08,Sant Martí de Tous,08226
Cataluña,09,Barcelona,08,Sant Martí Sarroca,08227
Cataluña,09,Barcelona,08,Sant Martí Sesgueioles,08228
Cataluña,09,Barcelona,08,Sant Mateu de Bages,08229
Cataluña,09,Barcelona,08,Sant Pere de Ribes,08231
Cataluña,09,Barcelona,08,Sant Pere de Riudebitlles,08232
Cataluña,09,Barcelona,08,Sant Pere de Torelló,08233
Cataluña,09,Barcelona,08,Sant Pere de Vilamajor,08234
Cataluña,09,Barcelona,08,Sant Pere Sallavinera,08189
Cataluña,09,Barcelona,08,Sant Pol de Mar,08235
Cataluña,09,Barcelona,08,Sant Quintí de Mediona,08236
Cataluña,09,Barcelona,08,Sant Quirze de Besora,08237
Cataluña,09,Barcelona,08,Sant Quirze del Vallès,08238
Cataluña,09,Barcelona,08,Sant Quirze Safaja,08239
Cataluña,09,Barcelona,08,Sant Sadurní d'Anoia,08240
Cataluña,09,Barcelona,08,Sant Sadurní d'Osormort,08241
Cataluña,09,Barcelona,08,Sant Salvador de Guardiola,08098
Cataluña,09,Barcelona,08,Sant Vicenç de Castellet,08262
Cataluña,09,Barcelona,08,Sant Vicenç de Montalt,08264
Cataluña,09,Barcelona,08,Sant Vicenç de Torelló,08265
Cataluña,09,Barcelona,08,Sant Vicenç dels Horts,08263
Cataluña,09,Barcelona,08,Santa Cecília de Voltregà,08243
Cataluña,09,Barcelona,08,Santa Coloma de Cervelló,08244
Cataluña,09,Barcelona,08,Santa Coloma de Gramenet,08245
Cataluña,09,Barcelona,08,Santa Eugènia de Berga,08246
Cataluña,09,Barcelona,08,Santa Eulàlia de Riuprimer,08247
Cataluña,09,Barcelona,08,Santa Eulàlia de Ronçana,08248
Cataluña,09,Barcelona,08,Santa Fe del Penedès,08249
Cataluña,09,Barcelona,08,Santa Margarida de Montbui,08250
Cataluña,09,Barcelona,08,Santa Margarida i els Monjos,08251
Cataluña,09,Barcelona,08,Santa Maria de Besora,08253
Cataluña,09,Barcelona,08,Santa Maria de Martorelles,08256
Cataluña,09,Barcelona,08,Santa Maria de Merlès,08255
Cataluña,09,Barcelona,08,Santa Maria de Miralles,08257
Cataluña,09,Barcelona,08,Santa Maria de Palautordera,08259
Cataluña,09,Barcelona,08,Santa Maria d'Oló,08258
Cataluña,09,Barcelona,08,Santa Perpètua de Mogoda,08260
Cataluña,09,Barcelona,08,Santa Susanna,08261
Cataluña,09,Barcelona,08,Santpedor,08192
Cataluña,09,Barcelona,08,Sentmenat,08267
Cataluña,09,Barcelona,08,Seva,08269
Cataluña,09,Barcelona,08,Sitges,08270
Cataluña,09,Barcelona,08,Sobremunt,08271
Cataluña,09,Barcelona,08,Sora,08272
Cataluña,09,Barcelona,08,Subirats,08273
Cataluña,09,Barcelona,08,Súria,08274
Cataluña,09,Barcelona,08,Tagamanent,08276
Cataluña,09,Barcelona,08,Talamanca,08277
Cataluña,09,Barcelona,08,Taradell,08278
Cataluña,09,Barcelona,08,Tavèrnoles,08275
Cataluña,09,Barcelona,08,Tavertet,08280
Cataluña,09,Barcelona,08,Teià,08281
Cataluña,09,Barcelona,08,Terrassa,08279
Cataluña,09,Barcelona,08,Tiana,08282
Cataluña,09,Barcelona,08,Tona,08283
Cataluña,09,Barcelona,08,Tordera,08284
Cataluña,09,Barcelona,08,Torelló,08285
Cataluña,09,Barcelona,08,"Torre de Claramunt, La",08286
Cataluña,09,Barcelona,08,Torrelavit,08287
Cataluña,09,Barcelona,08,Torrelles de Foix,08288
Cataluña,09,Barcelona,08,Torrelles de Llobregat,08289
Cataluña,09,Barcelona,08,Ullastrell,08290
Cataluña,09,Barcelona,08,Vacarisses,08291
Cataluña,09,Barcelona,08,Vallbona d'Anoia,08292
Cataluña,09,Barcelona,08,Vallcebre,08293
Cataluña,09,Barcelona,08,Vallgorguina,08294
Cataluña,09,Barcelona,08,Vallirana,08295
Cataluña,09,Barcelona,08,Vallromanes,08296
Cataluña,09,Barcelona,08,Veciana,08297
Cataluña,09,Barcelona,08,Vic,08298
Cataluña,09,Barcelona,08,Vilada,08299
Cataluña,09,Barcelona,08,Viladecans,08301
Cataluña,09,Barcelona,08,Viladecavalls,08300
Cataluña,09,Barcelona,08,Vilafranca del Penedès,08305
Cataluña,09,Barcelona,08,Vilalba Sasserra,08306
Cataluña,09,Barcelona,08,Vilanova de Sau,08303
Cataluña,09,Barcelona,08,Vilanova del Camí,08302
Cataluña,09,Barcelona,08,Vilanova del Vallès,08902
Cataluña,09,Barcelona,08,Vilanova i la Geltrú,08307
Cataluña,09,Barcelona,08,Vilassar de Dalt,08214
Cataluña,09,Barcelona,08,Vilassar de Mar,08219
Cataluña,09,Barcelona,08,Vilobí del Penedès,08304
Cataluña,09,Barcelona,08,Viver i Serrateix,08308
Castilla y León,07,Burgos,09,Abajas,09001
Castilla y León,07,Burgos,09,Adrada de Haza,09003
Castilla y León,07,Burgos,09,Aguas Cándidas,09006
Castilla y León,07,Burgos,09,Aguilar de Bureba,09007
Castilla y León,07,Burgos,09,Albillos,09009
Castilla y León,07,Burgos,09,Alcocero de Mola,09010
Castilla y León,07,Burgos,09,Alfoz de Bricia,09011
Castilla y León,07,Burgos,09,Alfoz de Quintanadueñas,09907
Castilla y León,07,Burgos,09,Alfoz de Santa Gadea,09012
Castilla y León,07,Burgos,09,Altable,09013
Castilla y León,07,Burgos,09,"Altos, Los",09014
Castilla y León,07,Burgos,09,Ameyugo,09016
Castilla y León,07,Burgos,09,Anguix,09017
Castilla y León,07,Burgos,09,Aranda de Duero,09018
Castilla y León,07,Burgos,09,Arandilla,09019
Castilla y León,07,Burgos,09,Arauzo de Miel,09020
Castilla y León,07,Burgos,09,Arauzo de Salce,09021
Castilla y León,07,Burgos,09,Arauzo de Torre,09022
Castilla y León,07,Burgos,09,Arcos,09023
Castilla y León,07,Burgos,09,Arenillas de Riopisuerga,09024
Castilla y León,07,Burgos,09,Arija,09025
Castilla y León,07,Burgos,09,Arlanzón,09026
Castilla y León,07,Burgos,09,Arraya de Oca,09027
Castilla y León,07,Burgos,09,Atapuerca,09029
Castilla y León,07,Burgos,09,"Ausines, Los",09030
Castilla y León,07,Burgos,09,Avellanosa de Muñó,09032
Castilla y León,07,Burgos,09,Bahabón de Esgueva,09033
Castilla y León,07,Burgos,09,"Balbases, Los",09034
Castilla y León,07,Burgos,09,Baños de Valdearados,09035
Castilla y León,07,Burgos,09,Bañuelos de Bureba,09036
Castilla y León,07,Burgos,09,Barbadillo de Herreros,09037
Castilla y León,07,Burgos,09,Barbadillo del Mercado,09038
Castilla y León,07,Burgos,09,Barbadillo del Pez,09039
Castilla y León,07,Burgos,09,Barrio de Muñó,09041
Castilla y León,07,Burgos,09,"Barrios de Bureba, Los",09043
Castilla y León,07,Burgos,09,Barrios de Colina,09044
Castilla y León,07,Burgos,09,Basconcillos del Tozo,09045
Castilla y León,07,Burgos,09,Bascuñana,09046
Castilla y León,07,Burgos,09,Belbimbre,09047
Castilla y León,07,Burgos,09,Belorado,09048
Castilla y León,07,Burgos,09,Berberana,09050
Castilla y León,07,Burgos,09,Berlangas de Roa,09051
Castilla y León,07,Burgos,09,Berzosa de Bureba,09052
Castilla y León,07,Burgos,09,Bozoó,09054
Castilla y León,07,Burgos,09,Brazacorta,09055
Castilla y León,07,Burgos,09,Briviesca,09056
Castilla y León,07,Burgos,09,Bugedo,09057
Castilla y León,07,Burgos,09,Buniel,09058
Castilla y León,07,Burgos,09,Burgos,09059
Castilla y León,07,Burgos,09,Busto de Bureba,09060
Castilla y León,07,Burgos,09,Cabañes de Esgueva,09061
Castilla y León,07,Burgos,09,Cabezón de la Sierra,09062
Castilla y León,07,Burgos,09,Caleruega,09064
Castilla y León,07,Burgos,09,Campillo de Aranda,09065
Castilla y León,07,Burgos,09,Campolara,09066
Castilla y León,07,Burgos,09,Canicosa de la Sierra,09067
Castilla y León,07,Burgos,09,Cantabrana,09068
Castilla y León,07,Burgos,09,Carazo,09070
Castilla y León,07,Burgos,09,Carcedo de Bureba,09071
Castilla y León,07,Burgos,09,Carcedo de Burgos,09072
Castilla y León,07,Burgos,09,Cardeñadijo,09073
Castilla y León,07,Burgos,09,Cardeñajimeno,09074
Castilla y León,07,Burgos,09,Cardeñuela Riopico,09075
Castilla y León,07,Burgos,09,Carrias,09076
Castilla y León,07,Burgos,09,Cascajares de Bureba,09077
Castilla y León,07,Burgos,09,Cascajares de la Sierra,09078
Castilla y León,07,Burgos,09,Castellanos de Castro,09079
Castilla y León,07,Burgos,09,Castil de Peones,09083
Castilla y León,07,Burgos,09,Castildelgado,09082
Castilla y León,07,Burgos,09,Castrillo de la Reina,09084
Castilla y León,07,Burgos,09,Castrillo de la Vega,09085
Castilla y León,07,Burgos,09,Castrillo de Riopisuerga,09088
Castilla y León,07,Burgos,09,Castrillo del Val,09086
Castilla y León,07,Burgos,09,Castrillo Mota de Judíos,09090
Castilla y León,07,Burgos,09,Castrojeriz,09091
Castilla y León,07,Burgos,09,Cavia,09063
Castilla y León,07,Burgos,09,Cayuela,09093
Castilla y León,07,Burgos,09,Cebrecos,09094
Castilla y León,07,Burgos,09,Celada del Camino,09095
Castilla y León,07,Burgos,09,Cerezo de Río Tirón,09098
Castilla y León,07,Burgos,09,Cerratón de Juarros,09100
Castilla y León,07,Burgos,09,Ciadoncha,09101
Castilla y León,07,Burgos,09,Cillaperlata,09102
Castilla y León,07,Burgos,09,Cilleruelo de Abajo,09103
Castilla y León,07,Burgos,09,Cilleruelo de Arriba,09104
Castilla y León,07,Burgos,09,Ciruelos de Cervera,09105
Castilla y León,07,Burgos,09,Cogollos,09108
Castilla y León,07,Burgos,09,Condado de Treviño,09109
Castilla y León,07,Burgos,09,Contreras,09110
Castilla y León,07,Burgos,09,Coruña del Conde,09112
Castilla y León,07,Burgos,09,Covarrubias,09113
Castilla y León,07,Burgos,09,Cubillo del Campo,09114
Castilla y León,07,Burgos,09,Cubo de Bureba,09115
Castilla y León,07,Burgos,09,"Cueva de Roa, La",09117
Castilla y León,07,Burgos,09,Cuevas de San Clemente,09119
Castilla y León,07,Burgos,09,Encío,09120
Castilla y León,07,Burgos,09,Espinosa de Cervera,09122
Castilla y León,07,Burgos,09,Espinosa de los Monteros,09124
Castilla y León,07,Burgos,09,Espinosa del Camino,09123
Castilla y León,07,Burgos,09,Estépar,09125
Castilla y León,07,Burgos,09,Fontioso,09127
Castilla y León,07,Burgos,09,Frandovínez,09128
Castilla y León,07,Burgos,09,Fresneda de la Sierra Tirón,09129
Castilla y León,07,Burgos,09,Fresneña,09130
Castilla y León,07,Burgos,09,Fresnillo de las Dueñas,09131
Castilla y León,07,Burgos,09,Fresno de Río Tirón,09132
Castilla y León,07,Burgos,09,Fresno de Rodilla,09133
Castilla y León,07,Burgos,09,Frías,09134
Castilla y León,07,Burgos,09,Fuentebureba,09135
Castilla y León,07,Burgos,09,Fuentecén,09136
Castilla y León,07,Burgos,09,Fuentelcésped,09137
Castilla y León,07,Burgos,09,Fuentelisendo,09138
Castilla y León,07,Burgos,09,Fuentemolinos,09139
Castilla y León,07,Burgos,09,Fuentenebro,09140
Castilla y León,07,Burgos,09,Fuentespina,09141
Castilla y León,07,Burgos,09,Galbarros,09143
Castilla y León,07,Burgos,09,"Gallega, La",09144
Castilla y León,07,Burgos,09,Grijalba,09148
Castilla y León,07,Burgos,09,Grisaleña,09149
Castilla y León,07,Burgos,09,Gumiel de Izán,09151
Castilla y León,07,Burgos,09,Gumiel de Mercado,09152
Castilla y León,07,Burgos,09,Hacinas,09154
Castilla y León,07,Burgos,09,Haza,09155
Castilla y León,07,Burgos,09,Hontanas,09159
Castilla y León,07,Burgos,09,Hontangas,09160
Castilla y León,07,Burgos,09,Hontoria de la Cantera,09162
Castilla y León,07,Burgos,09,Hontoria de Valdearados,09164
Castilla y León,07,Burgos,09,Hontoria del Pinar,09163
Castilla y León,07,Burgos,09,"Hormazas, Las",09166
Castilla y León,07,Burgos,09,Hornillos del Camino,09167
Castilla y León,07,Burgos,09,"Horra, La",09168
Castilla y León,07,Burgos,09,Hortigüela,09169
Castilla y León,07,Burgos,09,Hoyales de Roa,09170
Castilla y León,07,Burgos,09,Huérmeces,09172
Castilla y León,07,Burgos,09,Huerta de Arriba,09173
Castilla y León,07,Burgos,09,Huerta de Rey,09174
Castilla y León,07,Burgos,09,Humada,09175
Castilla y León,07,Burgos,09,Hurones,09176
Castilla y León,07,Burgos,09,Ibeas de Juarros,09177
Castilla y León,07,Burgos,09,Ibrillos,09178
Castilla y León,07,Burgos,09,Iglesiarrubia,09179
Castilla y León,07,Burgos,09,Iglesias,09180
Castilla y León,07,Burgos,09,Isar,09181
Castilla y León,07,Burgos,09,Itero del Castillo,09182
Castilla y León,07,Burgos,09,Jaramillo de la Fuente,09183
Castilla y León,07,Burgos,09,Jaramillo Quemado,09184
Castilla y León,07,Burgos,09,Junta de Traslaloma,09189
Castilla y León,07,Burgos,09,Junta de Villalba de Losa,09190
Castilla y León,07,Burgos,09,Jurisdicción de Lara,09191
Castilla y León,07,Burgos,09,Jurisdicción de San Zadornil,09192
Castilla y León,07,Burgos,09,Lerma,09194
Castilla y León,07,Burgos,09,Llano de Bureba,09195
Castilla y León,07,Burgos,09,Madrigal del Monte,09196
Castilla y León,07,Burgos,09,Madrigalejo del Monte,09197
Castilla y León,07,Burgos,09,Mahamud,09198
Castilla y León,07,Burgos,09,Mambrilla de Castrejón,09199
Castilla y León,07,Burgos,09,Mambrillas de Lara,09200
Castilla y León,07,Burgos,09,Mamolar,09201
Castilla y León,07,Burgos,09,Manciles,09202
Castilla y León,07,Burgos,09,Mazuela,09206
Castilla y León,07,Burgos,09,Mecerreyes,09208
Castilla y León,07,Burgos,09,Medina de Pomar,09209
Castilla y León,07,Burgos,09,Melgar de Fernamental,09211
Castilla y León,07,Burgos,09,Merindad de Cuesta-Urria,09213
Castilla y León,07,Burgos,09,Merindad de Montija,09214
Castilla y León,07,Burgos,09,Merindad de Río Ubierna,09906
Castilla y León,07,Burgos,09,Merindad de Sotoscueva,09215
Castilla y León,07,Burgos,09,Merindad de Valdeporres,09216
Castilla y León,07,Burgos,09,Merindad de Valdivielso,09217
Castilla y León,07,Burgos,09,Milagros,09218
Castilla y León,07,Burgos,09,Miranda de Ebro,09219
Castilla y León,07,Burgos,09,Miraveche,09220
Castilla y León,07,Burgos,09,Modúbar de la Emparedada,09221
Castilla y León,07,Burgos,09,Monasterio de la Sierra,09223
Castilla y León,07,Burgos,09,Monasterio de Rodilla,09224
Castilla y León,07,Burgos,09,Moncalvillo,09225
Castilla y León,07,Burgos,09,Monterrubio de la Demanda,09226
Castilla y León,07,Burgos,09,Montorio,09227
Castilla y León,07,Burgos,09,Moradillo de Roa,09228
Castilla y León,07,Burgos,09,Nava de Roa,09229
Castilla y León,07,Burgos,09,Navas de Bureba,09230
Castilla y León,07,Burgos,09,Nebreda,09231
Castilla y León,07,Burgos,09,Neila,09232
Castilla y León,07,Burgos,09,Olmedillo de Roa,09235
Castilla y León,07,Burgos,09,Olmillos de Muñó,09236
Castilla y León,07,Burgos,09,Oña,09238
Castilla y León,07,Burgos,09,Oquillas,09239
Castilla y León,07,Burgos,09,Orbaneja Riopico,09241
Castilla y León,07,Burgos,09,Padilla de Abajo,09242
Castilla y León,07,Burgos,09,Padilla de Arriba,09243
Castilla y León,07,Burgos,09,Padrones de Bureba,09244
Castilla y León,07,Burgos,09,Palacios de la Sierra,09246
Castilla y León,07,Burgos,09,Palacios de Riopisuerga,09247
Castilla y León,07,Burgos,09,Palazuelos de la Sierra,09248
Castilla y León,07,Burgos,09,Palazuelos de Muñó,09249
Castilla y León,07,Burgos,09,Pampliega,09250
Castilla y León,07,Burgos,09,Pancorbo,09251
Castilla y León,07,Burgos,09,Pardilla,09253
Castilla y León,07,Burgos,09,Partido de la Sierra en Tobalina,09255
Castilla y León,07,Burgos,09,Pedrosa de Duero,09256
Castilla y León,07,Burgos,09,Pedrosa de Río Úrbel,09259
Castilla y León,07,Burgos,09,Pedrosa del Páramo,09257
Castilla y León,07,Burgos,09,Pedrosa del Príncipe,09258
Castilla y León,07,Burgos,09,Peñaranda de Duero,09261
Castilla y León,07,Burgos,09,Peral de Arlanza,09262
Castilla y León,07,Burgos,09,Piérnigas,09265
Castilla y León,07,Burgos,09,Pineda de la Sierra,09266
Castilla y León,07,Burgos,09,Pineda Trasmonte,09267
Castilla y León,07,Burgos,09,Pinilla de los Barruecos,09268
Castilla y León,07,Burgos,09,Pinilla de los Moros,09269
Castilla y León,07,Burgos,09,Pinilla Trasmonte,09270
Castilla y León,07,Burgos,09,Poza de la Sal,09272
Castilla y León,07,Burgos,09,Prádanos de Bureba,09273
Castilla y León,07,Burgos,09,Pradoluengo,09274
Castilla y León,07,Burgos,09,Presencio,09275
Castilla y León,07,Burgos,09,"Puebla de Arganzón, La",09276
Castilla y León,07,Burgos,09,Puentedura,09277
Castilla y León,07,Burgos,09,Quemada,09279
Castilla y León,07,Burgos,09,Quintana del Pidio,09281
Castilla y León,07,Burgos,09,Quintanabureba,09280
Castilla y León,07,Burgos,09,Quintanaélez,09283
Castilla y León,07,Burgos,09,Quintanaortuño,09287
Castilla y León,07,Burgos,09,Quintanapalla,09288
Castilla y León,07,Burgos,09,Quintanar de la Sierra,09289
Castilla y León,07,Burgos,09,Quintanavides,09292
Castilla y León,07,Burgos,09,Quintanilla de la Mata,09294
Castilla y León,07,Burgos,09,Quintanilla del Agua y Tordueles,09901
Castilla y León,07,Burgos,09,Quintanilla del Coco,09295
Castilla y León,07,Burgos,09,Quintanilla San García,09298
Castilla y León,07,Burgos,09,Quintanilla Vivar,09301
Castilla y León,07,Burgos,09,"Quintanillas, Las",09297
Castilla y León,07,Burgos,09,Rabanera del Pinar,09302
Castilla y León,07,Burgos,09,Rábanos,09303
Castilla y León,07,Burgos,09,Rabé de las Calzadas,09304
Castilla y León,07,Burgos,09,Rebolledo de la Torre,09306
Castilla y León,07,Burgos,09,Redecilla del Camino,09307
Castilla y León,07,Burgos,09,Redecilla del Campo,09308
Castilla y León,07,Burgos,09,Regumiel de la Sierra,09309
Castilla y León,07,Burgos,09,Reinoso,09310
Castilla y León,07,Burgos,09,Retuerta,09311
Castilla y León,07,Burgos,09,Revilla del Campo,09314
Castilla y León,07,Burgos,09,Revilla Vallejera,09316
Castilla y León,07,Burgos,09,"Revilla y Ahedo, La",09312
Castilla y León,07,Burgos,09,Revillarruz,09315
Castilla y León,07,Burgos,09,Rezmondo,09317
Castilla y León,07,Burgos,09,Riocavado de la Sierra,09318
Castilla y León,07,Burgos,09,Roa,09321
Castilla y León,07,Burgos,09,Rojas,09323
Castilla y León,07,Burgos,09,Royuela de Río Franco,09325
Castilla y León,07,Burgos,09,Rubena,09326
Castilla y León,07,Burgos,09,Rublacedo de Abajo,09327
Castilla y León,07,Burgos,09,Rucandio,09328
Castilla y León,07,Burgos,09,Salas de Bureba,09329
Castilla y León,07,Burgos,09,Salas de los Infantes,09330
Castilla y León,07,Burgos,09,Saldaña de Burgos,09332
