Codigo Municipio,Nº Conductores
27046,1131
24114,2093
39053,130
39054,3142
34134,35
22184,160
08167,4598
46197,1798
07042,9866
47121,418
03107,1925
18162,786
45133,2343
18161,127
34135,280
50214,14
24115,42469
33050,301
43113,363
25030,81
17135,367
25173,1307
08182,2155
36043,3256
36042,13471
15068,4052
36044,1967
15069,5143
32064,285
27048,1987
15070,7981
36038,52323
43141,60
08168,279
25172,1602
17136,159
23069,3637
32062,481
17137,3145
43114,267
07043,3191
36039,11980
17140,508
10150,198
16162,24
36040,2092
17138,638
12091,114
25174,425
44187,168
10151,141
16163,27
47122,1643
42140,6
45134,1368
49162,62
15071,6122
27049,1055
48078,24907
13065,2348
24116,203
14053,4555
39055,888
46198,626
05188,20
19223,66
37256,179
02062,311
05189,328
16165,32
09272,156
34136,152
47123,351
47124,312
42142,29
05190,44
23070,3271
02901,1114
19224,53
19225,773
34137,20
02064,243
16166,194
49163,149
14054,10349
02063,1016
44189,22
16908,146
16167,253
37257,37
50215,10
44190,44
02065,269
28115,51076
50216,180
13066,1787
47125,37
49164,98
10152,309
24117,329
28116,514
16169,20
13067,253
22186,150
40161,18
26117,2184
43115,114
43116,306
50217,346
26118,30
49165,45
24118,67
11026,3733
09274,704
19227,36
05191,70
43117,100
08169,34095
43118,383
08171,1812
08170,344
25175,125
33051,5522
25176,241
25177,303
08230,6391
08172,16117
09275,134
17139,1275
24119,572
16170,555
14055,14230
24120,186
33052,340
16171,1574
25179,115
41076,1484
09273,36
34139,119
40162,326
19226,6
28117,60
26119,96
50218,46
06102,631
50219,3126
16172,213
45135,3324
12092,67
09276,316
37258,123
19228,20
22187,244
41077,6776
18164,1249
13068,741
21058,1734
44191,553
06103,3489
06104,496
28118,44
24121,364
41078,1908
45136,4653
06107,1136
40163,35
37259,22
46201,24
49166,1036
06108,1726
34140,75
19229,32
44192,273
37260,108
06105,404
06106,365
13069,432
41079,7493
16174,157
45137,1230
49167,124
06902,80
50220,20
24122,1038
23071,1223
22188,72
45138,858
37261,105
14056,17745
22902,162
31206,1643
39056,1655
09277,74
28902,281
23072,1340
37262,46
05192,44
37263,225
38028,15631
45139,79
10153,204
11027,55060
35017,20370
30033,8485
13070,580
21059,164
11028,23099
37264,35
11029,4015
13071,27496
44193,82
31207,203
22190,74
22193,237
46204,5215
08175,2645
17141,4889
08174,332
25180,176
43119,588
07045,972
25181,158
25182,801
08176,123
29081,134
45140,924
18165,3192
04075,5045
21060,6784
38029,801
38030,1261
32065,464
47126,37
04076,898
50221,10
18167,1448
46205,11378
22189,129
35015,7485
19208,15
34122,58
24110,797
27043,988
02061,469
49154,68
18159,702
18163,195
42141,33
08177,29
17142,2134
46101,763
46102,14602
46103,982
46104,1673
03060,68
26120,1241
09279,130
19230,387
17043,100
45141,712
43120,251
46206,421
23073,3371
22195,185
28119,1565
06109,2782
24123,490
24124,269
09281,114
34141,173
42144,272
24125,344
09280,14
09287,156
09288,49
45142,6518
09289,1000
16175,4602
42145,99
09292,38
09283,46
47127,114
09294,85
34143,130
47129,631
47130,62
49170,72
09901,301
09295,62
47128,42
49168,69
49169,24
09298,62
09301,508
09297,223
32066,318
50222,1208
27050,2031
49171,534
33053,534
45143,834
42148,5
18168,537
49172,329
26121,11
09302,61
09304,144
17143,99
16176,28
03109,2504
46207,4898
46208,1010
46209,1579
32067,936
08178,307
39057,1553
14057,4409
47132,28
32068,924
40164,133
28120,930
26122,65
39058,621
43121,528
05193,121
46212,1308
46211,1399
41080,869
45144,526
40181,3240
38031,21178
10154,159
09306,79
40165,57
19231,6
45145,2217
02066,168
19232,26
42152,59
26123,96
09307,74
09308,38
37266,40
36045,18990
03111,4280
28121,143
17144,194
24127,221
33054,1220
09309,243
06110,98
39059,6306
09310,12
34146,43
03112,499
08179,410
42153,4
50223,677
40166,240
06111,373
43122,53
47133,1862
34147,143
19233,56
42154,68
39060,5388
49174,61
46213,12554
34149,23
34151,135
06112,153
45146,61
50224,29
19234,9
37267,122
42155,84
09311,36
13072,554
43123,60478
49175,186
34152,96
34154,36
09314,55
09316,82
09312,69
09315,285
24129,81
09317,12
42156,20
16177,58
40168,28
25183,330
15072,7585
40170,1157
24130,287
42157,9
19235,51
43124,459
43125,703
46214,12199
32069,3408
33055,1171
27051,6399
33056,3896
36046,3284
31208,2228
26124,576
39061,2631
39062,1446
34155,114
27052,576
28122,334
15073,15510
27053,386
01047,625
25905,299
25185,495
33057,1037
06113,2069
34156,43
17145,1130
12095,805
40171,17
50225,1544
30034,852
24131,519
24132,351
17146,2358
45147,447
43126,966
44195,54
19237,26
37268,62
41081,20769
29082,21936
26125,2320
25186,159
05194,122
09318,19
44196,66
05195,99
49176,452
40172,10
19238,20
29083,1348
04078,839
46215,1149
10155,875
39063,683
49177,198
33058,1257
42158,61
24133,224
27054,999
39064,1035
17147,6902
08180,20129
06114,58
25913,50
17148,1232
17149,305
43127,605
43128,715
17150,1335
43129,3860
17151,145
28123,38274
05196,51
02067,849
32071,941
09321,1317
49178,459
47134,123
24134,2659
47135,61
37269,271
49179,189
10156,75
28124,37
10157,173
19239,56
10158,185
02068,212
28125,1961
19240,24
45148,195
13901,688
10159,215
37270,92
28126,27
22197,351
26126,11
06115,880
08181,6490
46216,4116
43130,130
21061,3961
41082,2566
43131,3432
40173,111
08183,3850
02069,9314
36047,1841
26127,170
43132,294
49180,52
15074,3364
03113,5527
09323,40
42159,24
37271,288
03114,1402
10160,66
19241,29
19242,63
50227,75
31209,102
45149,402
31210,121
29084,21641
41083,727
24136,430
04079,43453
43133,5191
21062,940
36048,4666
10901,1047
38032,9484
17152,10294
49181,203
12096,696
25189,1681
11030,17712
46217,709
47137,13
43134,215
42160,156
44198,124
09325,118
16181,53
28127,50718
28128,209
39065,145
10161,36
09326,103
44199,27
44200,15
44201,401
41084,2182
18170,175
32073,861
08185,94
09327,19
08184,41081
47138,174
09328,32
47139,847
50228,197
19243,21
39066,644
50229,50
39067,615
46219,133
13902,278
39068,486
08901,224
17153,161
23074,2066
14058,6073
03110,295
27056,999
47131,114
49173,218
09303,17
42149,257
44194,91
46210,266
37265,141
04077,150
44197,35
46218,873
32072,2956
08187,116547
24137,876
23075,2291
50241,440
22199,6001
12097,11
19244,58
16185,23
19245,923
13073,393
40174,303
15075,8930
16186,346
19246,22
47140,92
37272,86
03115,246
37273,66
46220,39940
08188,92
24139,1568
37303,106
22200,174
26128,93
37274,93349
18171,1588
29085,85
33059,3566
22201,183
22202,85
09329,68
09330,1107
49183,58
36049,5338
44203,1
34157,1948
09332,105
37275,77
08190,198
42161,79
31213,93
44204,11
46221,298
17154,79
22203,59
50231,195
03116,823
31214,76
34158,167
16187,58
07059,2758
09334,28
08191,4111
22204,795
16188,79
19247,100
37276,107
05197,72
02070,223
18173,6468
43135,275
10162,392
43905,11549
17155,15452
41085,2920
16189,190
05198,60
47141,112
06116,941
36050,5937
50232,122
06117,1001
10163,160
37277,20
01051,2844
12098,524
25190,186
01052,176
40176,294
49184,97
27055,957
44205,499
50233,30
31215,3746
09335,23
24141,73
44206,67
28129,6013
49185,106
32074,755
19248,41
24142,17976
19249,11
38033,2479
46903,3931
26129,728
35018,10212
05199,19
05200,14
21063,1918
45150,275
05201,351
35019,24836
13074,736
34159,274
49186,170
47142,112
34160,109
32075,2654
16190,4337
32076,1457
34161,18
40177,99
49187,984
37278,496
38023,85380
24144,539
40178,74
40906,1693
24145,390
42162,1866
37284,160
22205,352
05206,19
24146,151
05208,37
49188,100
05207,371
42163,38
39069,1494
37285,255
11031,55821
28130,21954
03118,2925
05209,43
03904,1068
30035,16683
11902,2189
41086,11243
05901,137
05210,52
05211,310
38034,2898
22207,74
05212,131
09337,78
05213,58
21064,4507
49189,104
24148,1422
42164,1289
47143,90
13075,120
28131,9024
16191,725
05214,13
09338,171
34163,35
16192,28
28132,9175
05215,91
50234,155
45151,395
33061,237
45152,423
09339,130
10164,411
31217,244
28133,4112
49190,26
47144,63
37286,135
05216,136
33060,9866
44207,106
40182,132
50235,1747
38035,7167
39070,78
40183,102
05217,40
49191,172
03120,2551
05218,74
37287,185
47145,443
22903,522
47146,167
37036,24
49192,100
26130,161
09340,25
24149,130
26131,17
01053,536
37288,145
37289,218
41088,385
47147,84
45153,1407
05219,29
02071,724
24150,200
49193,332
40184,186
49194,242
47148,329
06119,518
37291,181
05220,308
30036,12843
39071,320
37290,68
42165,308
16193,42
47149,23
37292,43
12101,320
26132,68
47150,196
34165,57
45154,1037
11033,15951
39072,214
15076,2052
47151,21
38036,4523
14059,474
28134,43719
21066,327
33063,348
26139,39
06123,3130
05231,127
39080,2693
49208,231
26142,620
47156,131
03122,31143
09360,8
49209,382
32070,359
25191,254
24143,327
05204,477
40179,483
05205,45
37282,141
37280,51
37281,25
06118,2
32077,913
37283,116
03117,396
40180,252
22206,136
31216,3034
11032,42734
21065,155
41087,7181
31219,60
08194,15553
08195,62
08196,14764
08197,6056
17157,105
17183,180
07046,12386
08198,3405
08199,617
08200,44510
08201,324
43136,8287
08203,1887
08202,9727
08204,2446
17158,311
08205,46032
08206,626
25196,49
08207,1406
08208,4305
17159,548
08210,3357
17160,13727
08211,23471
17161,830
08212,420
17162,125
08209,5462
08213,5199
17163,2199
25192,665
25197,115
17164,3598
08215,2104
08193,735
43902,2324
08216,16
17165,519
43137,1494
07049,1502
03119,12830
07050,2404
17167,2240
17168,331
12902,1736
08218,6598
08217,18078
17185,2034
46222,295
17166,450
12099,455
07048,10833
08903,67
17169,2114
08220,1927
17903,816
08221,9620
08222,1443
17171,118
25193,611
07051,4195
08223,1378
07052,3823
08225,74
08224,590
17172,371
25902,458
08226,704
08227,2040
08228,242
17173,139
12100,1246
08229,315
17174,161
17175,467
17176,107
17177,483
08231,16505
08232,1512
08233,1510
08234,2521
17178,1137
08189,99
08235,2773
08236,1320
08237,1352
08238,12047
08239,350
25194,358
08240,7539
08241,57
08098,1887
08262,4961
08264,3195
08265,1296
08263,15683
06120,2980
10165,166
45155,195
21067,279
35021,11266
43138,2365
21068,637
09343,70
34167,80
08243,138
22208,114
49197,125
26134,55
08244,4716
17180,7298
08245,54266
43139,1849
24151,276
49199,195
24152,217
15077,6951
17181,2982
49200,773
24153,254
49201,236
39073,7601
34168,35
50236,63
38037,9174
09345,69
22209,100
10166,201
45156,2926
13076,290
04080,79
50237,67
16194,179
13077,2597
44208,11
10167,207
05222,91
38038,116856
42166,24
18174,286
45157,1489
05221,228
09346,52
23076,517
24154,787
26135,80
14061,523
47152,60
49202,116
07053,951
08246,1492
44209,679
26136,76
50238,53
33062,307
07054,15782
08247,723
08248,4334
18175,8303
04081,201
08249,233
09347,115
09348,91
17182,253
35022,34123
12102,494
07055,6151
08250,5926
08251,4168
08258,677
08253,122
08254,1424
08256,499
08255,94
08257,72
08259,5449
24159,1405
06121,2496
10168,152
37294,9274
40186,25
39074,5281
22906,124
35023,8313
42167,220
28135,620
24155,361
49203,243
42168,87
05226,41
16196,488
24158,190
37293,83
49204,40
05224,83
05225,260
09350,333
16195,356
07056,4023
05902,197
09351,42
09352,72
24156,130
24157,2066
05227,311
16197,33
40185,701
09353,57
45158,1880
09354,24
21069,1220
43140,1941
17184,1197
08260,14884
03121,14760
08261,1849
38039,7845
31220,595
14060,3885
22212,44
39075,104087
07057,6714
24160,492
50239,23
47153,74
34169,308
10169,296
23077,429
15078,59139
37296,239
10170,133
05228,113
38040,3511
05904,54
24161,150
23904,1632
37297,292
34170,45
09355,55
34171,768
37298,114
49205,276
47154,86
49206,652
09356,34
10171,212
10172,489
39076,2690
41089,4740
15079,1151
23079,2416
39077,146
39078,1031
19250,8
40188,43
40189,425
37299,141
33064,125
26138,3799
05229,37
40190,42
09358,153
45901,558
23080,1278
05230,51
40191,154
30901,8891
28136,458
28137,1182
06122,5238
37300,356
49207,173
24162,1235
47155,2276
34174,156
39079,6077
08192,4502
26140,162
26141,74
48082,24160
36051,11243
49210,329
47157,348
37301,36
09361,69
33065,845
24163,2971
22213,2739
39081,302
09362,175
43142,938
32078,813
27057,8284
17186,3013
31222,29
44210,627
25201,157
25200,186
31223,786
45159,59
09363,666
10173,378
41090,2640
37302,146
40192,104
17187,513
38041,5040
43143,35
27058,2541
03123,5590
29086,633
19252,66
19251,28
40193,171
47158,681
22214,91
43144,942
46223,5793
29087,229
50242,55
46224,78
12104,5518
40194,33788
20070,892
23081,1078
06124,1038
44211,15
10174,97
45160,733
22215,91
19254,15
39082,1249
03124,398
46225,283
07058,2158
17188,154
43145,3205
19901,5
46226,21
22217,319
24164,157
43146,31
07047,1635
03125,338
44212,32
25202,70
25035,326
08267,4988
46227,746
04082,99
22218,28
37304,112
40195,631
40196,32
09365,18
37305,104
17190,737
28138,58
34175,67
46228,1581
17191,127
47159,689
05232,74
10175,921
37306,126
37307,75
05233,125
28140,2213
12103,35
10176,245
25204,1161
04083,1259
42171,92
22220,129
45161,9350
31224,702
48084,13972
50243,200
22221,63
17192,112
11034,1602
19255,57
25203,7109
08269,1897
41091,399388
28141,4493
45162,395
25205,450
19256,31
33066,30637
37309,19
10177,1258
50244,114
29088,2079
12105,645
04084,239
46229,628
47160,315
37310,86
05234,43
19257,2629
50245,61
23082,1234
46230,11349
36052,6065
38042,2573
17193,3232
47161,3364
46231,2164
46232,662
07060,2037
44213,44
05235,90
06125,1049
50246,24
16198,1031
08270,13749
17052,107
22222,396
39083,753
27059,1372
50247,583
37311,104
15080,1367
08271,54
33067,443
02072,1128
13078,7707
26143,98
06126,1636
05237,115
05236,49
13080,219
13079,9376
19258,38
09366,55
16199,11
25206,225
42172,20
43147,390
46233,2960
05238,477
25207,5393
39084,621
33068,483
19259,12
04085,242
28143,46
15081,867
07062,7021
48904,2594
12106,880
45163,6921
22223,74
48085,7894
18176,92
48086,1497
08272,134
20065,2310
04086,1501
09368,13
42173,25216
25208,181
37312,178
23084,595
31225,29
25209,1260
18177,277
26144,153
50248,383
25210,1077
46234,139
12107,255
05239,124
40198,15
05240,2361
09369,314
45164,74
42174,109
19260,18
34177,143
24166,1011
33069,2389
28144,4423
26146,38
24167,552
34176,106
19261,15
22904,574
16909,424
40199,63
37313,354
09372,169
09373,342
26145,167
36053,4185
39085,5074
08273,1920
25211,507
46235,16699
42175,14
12108,348
04087,122
48076,190
46236,756
31226,491
25212,203
09374,29
17194,49
50230,849
50240,805
43044,3611
07061,8129
08274,3760
34178,78
34179,21
40200,39
37314,40
04088,1852
04089,546
27060,1848
32079,1002
50249,232
38043,13852
31227,6394
08276,188
18901,346
04090,124
42176,15
42177,42
37315,62
08277,74
28145,1491
50250,14
25215,195
06127,2052
25216,166
45165,49062
06128,3413
10179,179
10178,429
10180,5220
16202,640
12109,520
17195,264
42178,83
19262,80
37316,469
22225,2288
47162,48
09375,30
06130,124
38044,1590
33070,2733
49216,120
08278,4026
19263,17
33071,474
16203,8753
19264,25
50251,6388
37317,209
02073,3940
09377,487
42181,281
22226,570
37318,114
34181,347
11035,8922
42182,31
43148,74756
25219,100
25218,59
19265,56
50252,4374
46237,5418
46238,10934
08280,83
08275,207
38045,2193
29089,2338
38046,6395
35024,10421
32080,203
08281,4181
09378,11
16205,81
42183,76
37319,46
35025,785
10181,514
37320,54
35026,57301
22227,126
45166,1302
19266,201
37321,88
15082,12190
12110,136
46239,340
35027,6647
04091,204
17196,161
37322,1913
09380,54
08279,119672
46240,121
50253,329
44215,64
13081,470
26147,10
44216,22505
19267,12
03128,5172
33072,864
08282,4903
03129,977
31228,374
47163,204
28146,1223
05241,2259
50254,119
22228,393
19268,16
38047,1383
16206,162
35029,3107
33073,7043
09381,7
31229,29
26148,143
46241,302
28147,724
25222,19
43149,653
43150,1031
05242,449
19269,35
09382,27
02074,5001
50255,94
45167,1203
26149,20
41092,5688
12112,87
12113,41
39086,229
05243,62
45168,46154
03130,13
40201,43
20071,10655
29090,1143
22229,110
41093,14255
13082,21100
36054,8734
08283,4950
37323,407
15083,727
24168,382
24206,1187
47164,279
19271,21
19270,4
08284,9178
47165,5523
19272,55
37324,265
15084,2750
09384,226
08285,8810
24169,2256
19274,683
10182,49
44217,18
22230,239
42184,44
26150,82
05244,23
03131,191
25224,101
44218,11
25225,571
37325,42
05245,276
10183,669
10184,462
44219,107
49219,5642
12115,148
34182,670
16209,73
22232,62
13083,1771
50256,42
44220,108
45169,141
50257,99
12116,21
31230,69
50258,23
11036,480
12119,102
12120,137
44223,53
25227,280
08286,2320
10187,247
47169,37
45171,975
43151,69
13084,628
43152,404
44224,18
06131,709
47170,17
10188,353
24170,1444
19279,64
44225,107
49220,106
26153,4
22233,59
44227,35
40206,89
05247,150
18178,476
30037,19539
25233,207
40202,41
46242,246
25226,175
42185,16
12117,3450
23085,1710
40203,748
14062,786
12118,44
44221,275
47166,191
45170,118
47167,154
47168,19
10185,373
09386,42
40204,137
44222,48
26151,227
26152,33
10186,659
19277,14
19278,18
23086,7930
43153,8242
23087,8002
25228,2331
25907,358
09387,62
49221,160
25230,1402
50259,54
40205,189
10189,2061
16211,281
28148,62414
28149,4123
28150,2339
19280,2948
10190,363
44226,113
28151,2357
25231,395
50260,14
09388,14
39087,32395
08287,903
46243,96
50261,147
08288,1318
08289,3284
47171,308
28152,12314
03132,417
06132,652
06133,1294
10191,364
10192,477
19281,10
28153,322
44228,80
19282,125
19283,14
19284,1
29901,31996
26154,6
34184,36
17197,44136
22234,686
13085,1764
10193,1031
09389,59
23088,4408
10194,328
23090,946
44229,78
23091,501
22235,79
22236,172
50262,956
30038,12707
28154,4068
25232,1227
49222,307
31231,75
46245,345
09390,402
47172,98
37327,116
44230,103
03133,34808
45172,441
44231,28
50263,114
44232,352
45173,7311
17198,320
17199,6439
43154,83
29091,6987
19285,10
42187,40
16212,165
16213,17
17200,519
43155,22867
19287,110
19288,10
18179,405
25223,746
12114,124
09392,39
17201,64
50264,100
17202,3147
29092,368
30039,18166
45174,243
15085,2598
46246,797
32081,1402
27061,990
24171,180
37328,119
49223,391
16215,162
12121,967
44234,36
44235,53
22239,65
06134,381
32082,937
50265,32
50266,67
47173,557
15086,2293
19289,12
11037,4255
49224,79
37329,24
25234,3386
28903,24248
04901,190
40207,522
16216,240
09394,586
39088,26
26155,110
18180,364
27062,463
16217,76
26157,213
21070,4562
47174,215
19290,810
19291,667
34185,41
44236,43
24172,187
48087,282
06135,883
10195,5711
42188,29
09395,63
09396,109
39089,91
31232,19733
47175,4992
26158,192
36055,11261
35030,6922
31233,52
24173,712
45175,498
04093,1671
04094,66
40208,660
46248,3515
18181,93
46247,698
03127,320
25217,9079
49214,477
06129,440
34180,54
16204,187
25220,863
35028,8831
04092,2209
12111,300
25221,68
19286,577
05246,21
09391,251
48088,101
11038,10303
31234,97
19293,1565
42189,57
16218,125
39090,613
48065,2318
45176,2951
18182,1165
31123,472
19294,17
31235,108
30040,560
04095,500
08290,1153
17205,167
43156,3870
43157,260
17204,654
17203,129
31236,1066
41094,4194
05249,68
50267,394
31237,133
50268,29
47176,140
30041,9718
31238,77
45177,1621
31239,258
31240,430
24174,438
48089,2156
48074,2370
01054,748
20072,3701
47177,78
31241,81
31242,123
44237,319
50269,191
20077,3840
50270,18
31244,30
31243,320
04096,174
47178,126
40210,54
26160,574
31245,48
17206,101
06136,1152
50271,189
12122,605
20073,3773
19296,18
50272,10152
31246,120
46249,7544
41095,29869
44238,1931
31247,90
16219,52
49225,91
08291,3539
42190,65
49226,198
05251,21
09400,273
17014,53
24185,372
50274,31
39095,1631
15088,2761
44239,7
27063,1539
44240,111
47179,270
34186,41
49227,214
28155,343
19297,26
10196,240
34192,69
44241,415
09403,64
47180,61
19298,36
19299,42
42191,110
28156,753
19300,639
06137,715
37330,219
05252,43
10197,56
16906,44
19301,15
44243,22
49228,40
24175,1296
10198,714
37331,131
24176,271
02075,1164
42192,17
01055,602
19302,27
37332,47
50273,14
10199,105
06901,940
37333,156
10200,171
37334,45
42193,5
28157,482
21071,123
19303,42
44244,50
37335,223
44245,196
24177,197
26161,2
42194,88
28158,486
13086,93
28159,395
16224,46
37336,29
24178,45
10201,114
28160,6667
16225,39
28161,33388
16227,72
42195,65
47181,108
19304,163
10202,432
39092,681
16228,124
34189,28
28162,1348
13087,17034
23093,2324
19305,89
24179,162
28163,276
24180,849
42196,3
39093,149
40211,41
24181,1105
19306,12
39094,605
24182,282
44246,1306
42197,48
37337,102
24183,578
34190,41
24184,110
49229,90
19307,16
47182,1076
06138,828
28164,2245
16902,61
40212,14
40213,53
45179,312
24187,678
09405,76
28165,1338
09406,165
15087,4473
37338,61
47183,81
39091,1512
33034,8586
46250,461683
10203,3375
24188,2868
06139,395
06140,349
06141,1221
41096,4896
14063,736
13088,429
16903,937
37339,196
22242,34
19308,22
36056,4018
26162,83
19309,11
16231,30
44247,213
12124,1572
03134,74
03135,144
17207,1892
12126,20669
12125,132
17208,896
25043,439
25901,212
03136,376
03137,485
17209,513
46251,1906
47186,180355
46252,63
09408,35
12123,22
08292,848
25238,129
08293,158
43158,63
07063,1078
29093,1556
16173,145
22243,28
34196,56
22901,539
06146,668
09904,336
22244,33
09908,374
09409,69
06147,232
09410,2400
09411,99
06148,660
09902,308
09905,238
40218,58
09412,525
48080,6777
09413,337
09414,85
09415,218
39101,189
31260,922
09416,34
34902,111
18907,1087
38049,1607
18902,598
24191,66
44249,15
38050,1188
09417,23
37343,37
40219,484
40220,37
40221,33
09418,55
49230,55
35032,1903
25240,1125
17170,145
43159,51
08294,1454
12127,29
08295,8617
43160,985
08296,1507
43161,14595
25906,144
25239,332
09419,58
46253,70
50275,39
09407,13
45180,2159
47184,383
50276,80
37340,78
16234,19
40214,171
14064,218
35031,5163
19310,1
42198,13
40215,65
31249,1567
50277,38
38048,2654
28166,239
06142,183
47185,61
16236,751
10204,285
24189,3769
06143,2357
06144,379
19311,33
06145,637
37341,22
21072,8014
10205,1452
40216,590
24190,114
16237,75
37342,178
43162,3161
25909,93
16238,364
08297,100
24193,257
37344,155
15089,3473
24196,1518
24197,608
39096,512
39097,465
47187,66
35033,4207
05253,66
49231,222
37345,90
24198,380
47188,88
49232,74
16239,91
24194,125
33074,2871
49233,58
40222,156
24199,263
40223,138
24201,680
18911,4977
10902,425
44250,11
37346,153
32083,446
11039,7543
45181,1676
42200,59
47189,113
05254,139
04097,74
47190,87
22245,268
50278,134
50279,54
42201,15
42202,16
28167,6454
34199,866
16240,83
47191,79
37347,317
28168,822
22909,183
43163,19599
49234,245
34023,4009
46254,816
17210,485
45182,810
18185,336
45183,1657
45184,132
26163,104
47192,73
37348,73
40224,14
26164,30
28169,940
04100,6664
50280,222
25242,571
32084,563
03138,2748
17211,786
34201,104
32085,8206
43164,237
49235,352
22247,18
31251,2331
47193,1213
42204,31
19314,20
32086,1820
10206,131
02076,193
04101,2862
08298,23116
27064,1384
22248,66
38051,5003
14065,1316
09422,14
34093,80
09421,142
49236,58
49237,57
17213,4533
17212,114
31252,42
25243,3094
50281,59
36057,180354
26165,216
36059,3908
12135,31136
43170,762
17230,427
25252,451
43171,11695
43165,570
17214,587
17215,1653
36058,3906
08299,304
17217,317
17216,146
08301,36130
08300,4817
17218,506
17220,592
12128,1203
17221,3586
38052,962
07065,1840
08305,22321
36060,22799
25244,295
17223,717
27065,10051
43175,407
08306,388
25245,329
17224,277
43166,1236
46255,2700
17225,215
17226,783
17227,92
32088,1139
46256,4803
32087,967
25247,89
17228,216
12132,374
43167,322
36061,7527
25248,767
25249,148
25254,624
25250,259
43168,69
08303,224
25251,544
08302,7665
08902,2851
08307,36874
43169,339
32089,866
12134,94
32090,571
32091,1080
32092,321
15091,795
15090,831
08214,5592
08219,11882
12136,2176
43172,231
17222,94
23094,2735
43173,68
43174,107
09423,26
45186,2391
38053,2670
18149,3981
02077,29
10207,265
28171,3142
10208,75
14066,4324
47196,18
34202,22
21073,1447
24202,6472
20075,3373
24203,74
47197,617
49238,201
01057,179
49239,466
47195,301
47198,48
39098,1081
23095,6050
40225,982
45185,6292
47199,44
34204,41
42205,27
47200,57
34205,37
28170,1932
16242,258
34206,649
24205,686
24207,232
49240,137
09427,976
50283,44
34208,35
39099,2678
16243,305
09428,80
09429,28
09430,11
50284,76
49243,61
05256,64
37351,202
47203,44
31254,1727
14067,2633
47204,201
50285,435
05257,74
06149,7750
45187,3233
24209,1889
44251,201
12129,1455
09431,70
47205,295
09432,136
47206,71
39100,713
49242,358
09433,43
47207,207
06150,462
16244,539
24210,325
49244,21
06151,776
37352,124
09434,968
47208,41
14068,336
13089,1322
44252,35
12130,205
34211,138
09437,192
34210,75
03139,17368
34213,37
47210,222
49245,208
09438,446
34214,131
49246,141
47211,24
16245,303
47212,313
06152,980
37353,85
50286,49
26166,103
21074,1818
16246,319
47213,81
28172,6326
09439,703
09440,63
49247,239
34215,121
34216,48
09441,49
50287,182
02078,735
16247,52
09442,282
26167,48
49248,149
34217,816
49249,44
49250,878
16248,696
49251,120
45188,2254
34218,375
11040,186
47209,26
47214,1045
02079,2421
12131,33
24211,198
13090,745
41097,2419
28173,391
28174,1237
28175,561
24901,628
11041,7409
34220,100
24213,73
37354,3778
13091,319
49252,240
50903,577
09443,123
31255,60
16249,1603
09444,60
24212,765
09445,18
34221,137
26168,4266
09446,8
24214,411
18908,549
34222,74
10209,196
10210,319
09447,10
45189,539
45190,372
24215,110
24216,499
49255,332
24217,92
34223,163
45191,425
34224,38
47215,33
34225,4019
09448,160
22249,89
47217,1305
45192,2025
19317,94
29095,2506
09449,80
19318,20
49257,183
45193,483
26169,41
49258,74
09450,10
46257,4687
14069,5775
47218,736
42206,6
16250,40
09451,181
50288,2542
05258,85
50290,269
50289,40
28176,9215
47219,28
13092,1319
16251,1636
23096,1888
06153,14785
10211,270
19319,3622
10212,1148
21075,160
24218,331
49259,62
18187,337
47220,134
21076,1463
13093,3276
33075,209
28178,830
13094,200
41100,798
47222,57
22251,292
29098,924
09454,35
12133,33
05905,45
05259,92
41098,3492
23097,4865
05260,63
49260,498
37355,84
14070,901
06154,1606
28177,7840
34227,54
44256,23
14071,674
29096,1958
30042,1152
41099,2889
29097,3065
18188,1298
34228,45
49256,194
22250,205
24219,366
24902,265
02080,345
34229,51
24221,617
24222,10225
09455,31
09456,114
37356,40
26170,366
16253,240
37357,184
05261,21
16254,125
49263,53
37358,104
16255,85
37359,114
50291,54
16263,778
37360,169
10214,133
06156,662
37361,38
26171,147
42207,29
46258,2091
49264,318
42208,14
44257,94
16258,126
16259,22
28179,1197
10213,258
13095,39
06155,1411
42209,58
44258,39
16910,49
49261,1210
14072,718
09903,2493
49262,216
47223,127
49265,66
23098,556
49267,61
26172,14
16264,382
16265,7
45194,38
28180,3735
24223,2126
05262,236
16266,304
19321,19
37362,3433
42211,44
37363,79
24224,432
16269,371
23099,3084
46259,355
09458,355
37364,429
44260,100
37365,128
34230,11
47224,61
37366,25
44261,529
34231,117
34232,542
21077,1160
50292,95
02081,15122
23101,250
26173,6
50293,253
44262,91
50294,35
13096,6356
45195,1553
16270,107
49268,257
16271,505
06157,212
13097,1878
26174,99
16272,140
24225,747
09460,119
34233,130
42212,58
37367,110
10215,268
37368,17
42213,28
19322,19
45196,973
19323,29
37369,93
37370,153
49269,81
24226,133
45197,1548
47225,68
34234,50
37371,176
44263,245
09463,118
45198,1270
05263,98
23903,2628
02082,61
09464,23
31257,677
34236,128
24227,1090
34237,522
31258,6088
02083,153
47226,105
26175,26
47227,39
49270,114
02084,251
37372,90
47228,336
40229,18
26176,22
40228,464
09466,67
41101,4259
16273,217
09467,60
49272,52
49271,108
47229,119
33076,8987
14073,2056
28181,17323
37373,499
28182,94
34238,219
09471,129
33077,935
24228,542
24229,290
09472,48
09473,68
40230,87
44264,174
19324,109
03140,20033
34240,59
34241,15
34242,72
34243,275
12137,26
37374,860
09476,29
37375,560
26177,167
34245,218
